"Area","MTU","Biomass - Actual Aggregated [MW]","Biomass - Actual Consumption [MW]","Energy storage - Actual Aggregated [MW]","Energy storage - Actual Consumption [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Consumption [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Consumption [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Gas - Actual Consumption [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Hard coal - Actual Consumption [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil - Actual Consumption [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Oil shale - Actual Consumption [MW]","Fossil Peat - Actual Aggregated [MW]","Fossil Peat - Actual Consumption [MW]","Geothermal - Actual Aggregated [MW]","Geothermal - Actual Consumption [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Run-of-river and poundage - Actual Consumption [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Consumption [MW]","Marine - Actual Aggregated [MW]","Marine - Actual Consumption [MW]","Nuclear - Actual Aggregated [MW]","Nuclear - Actual Consumption [MW]","Other - Actual Aggregated [MW]","Other - Actual Consumption [MW]","Other renewable - Actual Aggregated [MW]","Other renewable - Actual Consumption [MW]","Solar - Actual Aggregated [MW]","Solar - Actual Consumption [MW]","Waste - Actual Aggregated [MW]","Waste - Actual Consumption [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Offshore - Actual Consumption [MW]","Wind Onshore - Actual Aggregated [MW]","Wind Onshore - Actual Consumption [MW]"
"BZN|CH","26.01.2025 15:00 - 26.01.2025 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","119","","1156","","456","","n/e","n/e","2957","","n/e","n/e","n/e","n/e","397","","n/e","n/e","n/e","n/e","58",""
"BZN|CH","26.01.2025 16:00 - 26.01.2025 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","177","","1164","","766","","n/e","n/e","2957","","n/e","n/e","n/e","n/e","102","","n/e","n/e","n/e","n/e","60",""
"BZN|CH","26.01.2025 17:00 - 26.01.2025 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","453","","1172","","1062","","n/e","n/e","2956","","n/e","n/e","n/e","n/e","4","","n/e","n/e","n/e","n/e","58",""
"BZN|CH","26.01.2025 18:00 - 26.01.2025 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","803","","1182","","1224","","n/e","n/e","2957","","n/e","n/e","n/e","n/e","2","","n/e","n/e","n/e","n/e","65",""
"BZN|CH","26.01.2025 19:00 - 26.01.2025 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1028","","1192","","1143","","n/e","n/e","2958","","n/e","n/e","n/e","n/e","1","","n/e","n/e","n/e","n/e","64",""
"BZN|CH","26.01.2025 20:00 - 26.01.2025 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","908","","1203","","843","","n/e","n/e","2957","","n/e","n/e","n/e","n/e","1","","n/e","n/e","n/e","n/e","65",""
"BZN|CH","26.01.2025 21:00 - 26.01.2025 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","642","","1215","","705","","n/e","n/e","2956","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","68",""
"BZN|CH","26.01.2025 22:00 - 26.01.2025 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","330","","1229","","620","","n/e","n/e","2959","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","71",""
"BZN|CH","26.01.2025 23:00 - 27.01.2025 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","238","","1243","","365","","n/e","n/e","2959","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","69",""
"BZN|CH","27.01.2025 00:00 - 27.01.2025 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","130","","1258","","282","","n/e","n/e","2960","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","72",""
"BZN|CH","27.01.2025 01:00 - 27.01.2025 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","130","","1275","","209","","n/e","n/e","2962","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","71",""
"BZN|CH","27.01.2025 02:00 - 27.01.2025 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","55","","1292","","185","","n/e","n/e","2962","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","71",""
"BZN|CH","27.01.2025 03:00 - 27.01.2025 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","50","","1311","","188","","n/e","n/e","2959","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","70",""
"BZN|CH","27.01.2025 04:00 - 27.01.2025 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","51","","1331","","193","","n/e","n/e","2960","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","69",""
"BZN|CH","27.01.2025 05:00 - 27.01.2025 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","80","","1352","","271","","n/e","n/e","2956","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","72",""
"BZN|CH","27.01.2025 06:00 - 27.01.2025 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","628","","1374","","655","","n/e","n/e","2953","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","75",""
"BZN|CH","27.01.2025 07:00 - 27.01.2025 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1311","","1398","","1302","","n/e","n/e","2953","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","73",""
"BZN|CH","27.01.2025 08:00 - 27.01.2025 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1442","","1423","","1910","","n/e","n/e","2953","","n/e","n/e","n/e","n/e","46","","n/e","n/e","n/e","n/e","72",""
"BZN|CH","27.01.2025 09:00 - 27.01.2025 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1293","","1449","","1779","","n/e","n/e","2956","","n/e","n/e","n/e","n/e","161","","n/e","n/e","n/e","n/e","70",""
"BZN|CH","27.01.2025 10:00 - 27.01.2025 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1392","","1477","","1650","","n/e","n/e","2955","","n/e","n/e","n/e","n/e","313","","n/e","n/e","n/e","n/e","65",""
"BZN|CH","27.01.2025 11:00 - 27.01.2025 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1183","","1506","","1445","","n/e","n/e","2951","","n/e","n/e","n/e","n/e","435","","n/e","n/e","n/e","n/e","59",""
"BZN|CH","27.01.2025 12:00 - 27.01.2025 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","741","","1536","","823","","n/e","n/e","2950","","n/e","n/e","n/e","n/e","367","","n/e","n/e","n/e","n/e","44",""
"BZN|CH","27.01.2025 13:00 - 27.01.2025 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","525","","1568","","1460","","n/e","n/e","2949","","n/e","n/e","n/e","n/e","170","","n/e","n/e","n/e","n/e","51",""
"BZN|CH","27.01.2025 14:00 - 27.01.2025 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1135","","1601","","1460","","n/e","n/e","2950","","n/e","n/e","n/e","n/e","79","","n/e","n/e","n/e","n/e","65",""
"BZN|CH","27.01.2025 15:00 - 27.01.2025 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1780","","1635","","1921","","n/e","n/e","2950","","n/e","n/e","n/e","n/e","46","","n/e","n/e","n/e","n/e","65",""
"BZN|CH","27.01.2025 16:00 - 27.01.2025 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1886","","1670","","2112","","n/e","n/e","2951","","n/e","n/e","n/e","n/e","17","","n/e","n/e","n/e","n/e","49",""
"BZN|CH","27.01.2025 17:00 - 27.01.2025 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2037","","1705","","2345","","n/e","n/e","2955","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","51",""
"BZN|CH","27.01.2025 18:00 - 27.01.2025 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1436","","1741","","1719","","n/e","n/e","2956","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","46",""
"BZN|CH","27.01.2025 19:00 - 27.01.2025 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1184","","1777","","1400","","n/e","n/e","2955","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","41",""
"BZN|CH","27.01.2025 20:00 - 27.01.2025 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1130","","1812","","1164","","n/e","n/e","2957","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","37",""
"BZN|CH","27.01.2025 21:00 - 27.01.2025 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","800","","1848","","712","","n/e","n/e","2958","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","27",""
"BZN|CH","27.01.2025 22:00 - 27.01.2025 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","227","","1882","","419","","n/e","n/e","2958","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","19",""
"BZN|CH","27.01.2025 23:00 - 28.01.2025 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","182","","1916","","375","","n/e","n/e","2959","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","11",""
"BZN|CH","28.01.2025 00:00 - 28.01.2025 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","153","","1949","","306","","n/e","n/e","2960","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","16",""
"BZN|CH","28.01.2025 01:00 - 28.01.2025 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","56","","1981","","244","","n/e","n/e","2960","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","13",""
"BZN|CH","28.01.2025 02:00 - 28.01.2025 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","55","","2011","","243","","n/e","n/e","2960","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","7",""
"BZN|CH","28.01.2025 03:00 - 28.01.2025 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","60","","2039","","223","","n/e","n/e","2961","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","16",""
"BZN|CH","28.01.2025 04:00 - 28.01.2025 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","72","","2066","","235","","n/e","n/e","2960","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","23",""
"BZN|CH","28.01.2025 05:00 - 28.01.2025 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","174","","2091","","318","","n/e","n/e","2958","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","26",""
"BZN|CH","28.01.2025 06:00 - 28.01.2025 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","505","","2113","","721","","n/e","n/e","2956","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","31",""
"BZN|CH","28.01.2025 07:00 - 28.01.2025 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1461","","2132","","1950","","n/e","n/e","2956","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","33",""
"BZN|CH","28.01.2025 08:00 - 28.01.2025 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1554","","2149","","1965","","n/e","n/e","2958","","n/e","n/e","n/e","n/e","10","","n/e","n/e","n/e","n/e","38",""
"BZN|CH","28.01.2025 09:00 - 28.01.2025 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1392","","2163","","1721","","n/e","n/e","2957","","n/e","n/e","n/e","n/e","76","","n/e","n/e","n/e","n/e","33",""
"BZN|CH","28.01.2025 10:00 - 28.01.2025 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1286","","2173","","1645","","n/e","n/e","2958","","n/e","n/e","n/e","n/e","215","","n/e","n/e","n/e","n/e","34",""
"BZN|CH","28.01.2025 11:00 - 28.01.2025 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1114","","2180","","1485","","n/e","n/e","2958","","n/e","n/e","n/e","n/e","413","","n/e","n/e","n/e","n/e","30",""
"BZN|CH","28.01.2025 12:00 - 28.01.2025 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","406","","2184","","955","","n/e","n/e","2758","","n/e","n/e","n/e","n/e","539","","n/e","n/e","n/e","n/e","28",""
"BZN|CH","28.01.2025 13:00 - 28.01.2025 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","301","","2183","","1053","","n/e","n/e","2958","","n/e","n/e","n/e","n/e","571","","n/e","n/e","n/e","n/e","34",""
"BZN|CH","28.01.2025 14:00 - 28.01.2025 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","330","","2179","","1122","","n/e","n/e","2958","","n/e","n/e","n/e","n/e","546","","n/e","n/e","n/e","n/e","38",""
"BZN|CH","28.01.2025 15:00 - 28.01.2025 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","674","","2172","","1405","","n/e","n/e","2957","","n/e","n/e","n/e","n/e","375","","n/e","n/e","n/e","n/e","39",""
"BZN|CH","28.01.2025 16:00 - 28.01.2025 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1380","","2161","","2090","","n/e","n/e","2958","","n/e","n/e","n/e","n/e","128","","n/e","n/e","n/e","n/e","40",""
"BZN|CH","28.01.2025 17:00 - 28.01.2025 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1847","","2147","","2300","","n/e","n/e","2955","","n/e","n/e","n/e","n/e","6","","n/e","n/e","n/e","n/e","47",""
"BZN|CH","28.01.2025 18:00 - 28.01.2025 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1814","","2131","","2177","","n/e","n/e","2957","","n/e","n/e","n/e","n/e","1","","n/e","n/e","n/e","n/e","43",""
"BZN|CH","28.01.2025 19:00 - 28.01.2025 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2235","","2113","","2009","","n/e","n/e","2958","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","45",""
"BZN|CH","28.01.2025 20:00 - 28.01.2025 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1157","","2092","","1177","","n/e","n/e","2957","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","48",""
"BZN|CH","28.01.2025 21:00 - 28.01.2025 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","592","","2070","","684","","n/e","n/e","2958","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","40",""
"BZN|CH","28.01.2025 22:00 - 28.01.2025 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","379","","2046","","592","","n/e","n/e","2959","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","45",""
"BZN|CH","28.01.2025 23:00 - 29.01.2025 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","122","","2020","","396","","n/e","n/e","2232","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","42",""
"BZN|CH","29.01.2025 00:00 - 29.01.2025 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","","1994","","370","","n/e","n/e","2961","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","49",""
"BZN|CH","29.01.2025 01:00 - 29.01.2025 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","83","","1967","","242","","n/e","n/e","2961","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","51",""
"BZN|CH","29.01.2025 02:00 - 29.01.2025 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","85","","1940","","226","","n/e","n/e","2960","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","53",""
"BZN|CH","29.01.2025 03:00 - 29.01.2025 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","78","","1912","","197","","n/e","n/e","2961","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","53",""
"BZN|CH","29.01.2025 04:00 - 29.01.2025 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","77","","1884","","232","","n/e","n/e","2959","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","48",""
"BZN|CH","29.01.2025 05:00 - 29.01.2025 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","152","","1856","","371","","n/e","n/e","2958","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","49",""
"BZN|CH","29.01.2025 06:00 - 29.01.2025 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","838","","1829","","1490","","n/e","n/e","2956","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","42",""
"BZN|CH","29.01.2025 07:00 - 29.01.2025 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1709","","1803","","2425","","n/e","n/e","2954","","n/e","n/e","n/e","n/e","0","","n/e","n/e","n/e","n/e","35",""
"BZN|CH","29.01.2025 08:00 - 29.01.2025 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1412","","1778","","2158","","n/e","n/e","2958","","n/e","n/e","n/e","n/e","54","","n/e","n/e","n/e","n/e","41",""
"BZN|CH","29.01.2025 09:00 - 29.01.2025 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","874","","1754","","1669","","n/e","n/e","2962","","n/e","n/e","n/e","n/e","326","","n/e","n/e","n/e","n/e","42",""
"BZN|CH","29.01.2025 10:00 - 29.01.2025 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","775","","1732","","1203","","n/e","n/e","2963","","n/e","n/e","n/e","n/e","762","","n/e","n/e","n/e","n/e","36",""
"BZN|CH","29.01.2025 11:00 - 29.01.2025 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","269","","1712","","1027","","n/e","n/e","2962","","n/e","n/e","n/e","n/e","1109","","n/e","n/e","n/e","n/e","23",""
"BZN|CH","29.01.2025 12:00 - 29.01.2025 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","146","","1694","","493","","n/e","n/e","2956","","n/e","n/e","n/e","n/e","1250","","n/e","n/e","n/e","n/e","17",""
"BZN|CH","29.01.2025 13:00 - 29.01.2025 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","135","","1678","","886","","n/e","n/e","2958","","n/e","n/e","n/e","n/e","1133","","n/e","n/e","n/e","n/e","16",""
